human_name,zebrafish_name
NSD1,si:dkey-238o14.7
NSD1,BX571813.1
NSD1,CR356227.1
NSD1,si:dkeyp-87d1.1
NSD1,CU182823.1
NSD1,BX649556.2
NSD1,si:dkey-199k11.6
NSD1,si:dkey-285e18.2
FUT9,fut9a
FUT9,si:dkey-88e12.3
FUT9,ft1
FUT9,zgc:165582
FUT9,si:ch1073-440p11.2
FUT9,ft2
CRP,si:ch211-270n8.1
C1orf43,CABZ01010830.1
C1orf43,zgc:123238
SLC2A3,slc2a11b
SLC2A3,slc2a3b
SLC2A3,slc2a11l
SLC2A3,slc2a9l1
SLC2A3,slc2a15a
SLC2A3,slc2a15b
SLC2A3,LO018422.1
CLCN2,clcn2b
CLCN2,clcn2a
CLCN2,clcn2c
IRF2BP2,irf2bp2a
IRF2BP2,irf2bp2b
GSTM3,gstm.3
GSTM3,gstm.2
GSTM3,gstm.1
SQSTM1,sqstm1
EPS8L3,eps8l3a
EPS8L3,eps8l3b
UBC,ubc
UBC,ubb
SIPA1L2,sipa1l2
OLFM3,olfm3b
TSNAX-DISC1,tsnax
ACOT1,acot20
ACOT1,acot21
ACOT1,acot22
ZSCAN18,plagl2
ZSCAN18,plagx
ZSCAN18,ovol1a
ZSCAN18,ovol1b
ABCA10,abca5
AL139260.3,mycbp
CEP41,cep41
MYCBP,mycbp
GCDH,gcdhb
GCDH,gcdha
KLHL20,klhl20
TENT5B,tent5ba
TENT5B,tent5bb
NCOR2,ncor2
MAML1,maml1
SOWAHA,sowahab
SOWAHA,sowahaa
FAM89A,fam89a
EBPL,ebpl
TGFB1,tgfb1a
TGFB1,tgfb1b
DNASE2,dnase2
KCNN4,kcnn4
OPN1LW,opn1lw2
OPN1LW,opn1lw1
METTL18,METTL18
SALL2,im:7142702
GADD45A,gadd45ab
GADD45A,gadd45aa
STAMBP,stambpb
STAMBP,stambpa
GLE1,gle1
CCNI2,ccni2
KLHL8,klhl8
FAIM2,faim2b
PNP,pnp5b
PNP,pnp4a
PNP,pnp4b
PNP,pnp5a
PNP,pnp6
XCL2,cxcl32b.1
XCL1,cxcl32b.1
NPR1,npr2
UTP14C,UTP14C
USP34,USP34
MRPL24,mrpl24
ALG11,alg11
GCFC2,gcfc2
DPT,dpt
OXGR1,oxgr1b
OXGR1,oxgr1a.2
OXGR1,oxgr1a.1
OXGR1,oxgr1a.3
INIP,inip
MCL1,mcl1b
MCL1,mcl1a
RNF44,rnf44
EGFL7,egfl7
PREX2,prex2
LMBRD2,lmbrd2b
LMBRD2,lmbrd2a
VWC2,vwc2
ADAMTSL4,LO018340.1
RILPL2,rilpl2
RPH3A,rph3ab
DYNC1I1,dync1i1
CCDC181,ccdc181
CCT2,cct2
SLC2A5,slc2a5
SNRNP35,snrnp35
FBRS,fbrs
SPATA48,SPATA48
NME7,nme7
MRPL19,mrpl19
EIF2S1,eif2s1a
EIF2S1,eif2s1b
ZC3HAV1L,si:ch211-244b2.3
ZC3HAV1L,parp12b
ZC3HAV1L,si:ch211-244b2.4
ZC3HAV1L,FO744833.2
ZC3HAV1L,FO744833.1
ZC3HAV1L,CABZ01079480.1
STAMBPL1,stambpl1
PAICS,paics
GOLGB1,golgb1
MPP5,mpp5a
MPP5,mpp5b
INPP5B,inpp5b
PPP1R3B,ppp1r3b
CSF1,csf1b
CSF1,csf1a
MGAT4B,mgat4b
MINAR1,MINAR1
MINAR1,si:dkey-88e18.8
MAST2,mast2
TENT4A,tent4a
TRAV36DV7,nitr1b
TRAV36DV7,nitr1k
TRAV36DV7,nitr1f
TRAV36DV7,nitr1b
TRAV36DV7,CU179759.1
TRAV36DV7,nitr1i
TRAV36DV7,nitr1m
TRAV36DV7,CU672228.1
TRAV36DV7,nitr1b
TRAV36DV7,nitr2b
TRAV36DV7,nitr2a
TRAV36DV7,nitr9
TRAV36DV7,nitr13
TRAV36DV7,nitr4a
TRAV36DV7,nitr5
TRAV36DV7,nitr3a
TRAV36DV7,nitr3c
TRAV36DV7,nitr12
SETDB1,setdb1a
SETDB1,setdb1b
HEXA,hexa
FAM131A,fam131a
FAM131A,zgc:165508
GPN2,gpn2
RAB3IP,rab3ip
GPBP1L1,gpbp1l1
GNPAT,si:ch73-21k16.5
GNPAT,gnpat
CLEC4C,CT030017.1
CLEC4C,si:dkey-61f9.1
CLEC4C,si:dkey-61f9.1
CLEC4C,CABZ01007816.1
CLEC4C,si:ch73-361h17.1
CLEC4C,si:ch211-283g2.3
CLEC4C,si:ch211-283g2.2
CLEC4C,BX640512.3
CLEC4C,si:ch211-170d8.5
PINK1,pink1
CYP2C8,cyp2x8
CYP2C8,cyp2x6
CYP2C8,cyp2x7
CYP2C8,cyp2x9
CYP2C8,si:dkey-286h2.3
CYP2C8,cyp2x12
CYP2C8,cyp2x10.2
CYP2C8,cyp2x10.2
CYP2C8,cyp2ad6
CYP2C8,cyp2ad3
CYP2C8,cyp2ad2
CYP2C8,cyp2ae1
CYP2C8,FO904880.1
CYP2C8,cyp2n13
CYP2C8,cyp2v1
CYP2C8,cyp2p8
CYP2C8,cyp2p9
CYP2C8,cyp2j20
CYP2C8,cyp2p10
CYP2C8,cyp2p7
CYP2C8,cyp2p6
CYP2C8,cyp2aa1
CYP2C8,cyp2aa2
CYP2C8,cyp2aa3
CYP2C8,cyp2aa9
CYP2C8,cyp2aa8
CYP2C8,cyp2aa4
CYP2C8,cyp2aa7
CYP2C8,cyp2aa12
CYP2C8,cyp2aa11
CYP2C8,cyp2k16
CYP2C8,cyp2k8
CYP2C8,cyp2k6
CYP2C8,cyp2k22
CYP2C8,cyp2k6
CYP2C8,cyp2k21
CYP2C8,cyp2k19
CYP2C8,cyp2k20
CYP2C8,cyp2k18
CYP2C8,cyp2k17
CYP2C8,cyp2y3
CYP2C8,cyp2y3
PGBD5,pgbd5
TULP4,tulp4a
TULP4,tulp4b
TRAV13-1,nitr1b
TRAV13-1,nitr1k
TRAV13-1,nitr1f
TRAV13-1,nitr1b
TRAV13-1,CU179759.1
TRAV13-1,nitr1i
TRAV13-1,nitr1m
TRAV13-1,CU672228.1
TRAV13-1,nitr1b
TRAV13-1,nitr2b
TRAV13-1,nitr2a
TRAV13-1,nitr9
TRAV13-1,nitr13
TRAV13-1,nitr4a
TRAV13-1,nitr5
TRAV13-1,tradv22.0
TRAV13-1,tradv27.0
TRAV13-1,tradv18.0
TRAV13-1,tradv29.0
TRAV13-1,tradv41.0
TRAV13-1,tradv30.0.1
TRAV13-1,CU571384.1
TRAV13-1,tradv30.0.6
TRAV13-1,tradv31.0
TRAV13-1,BX901889.4
TRAV13-1,BX901889.2
TRAV13-1,BX901889.3
TRAV13-1,BX901889.1
TRAV13-1,BX901889.5
TRAV13-1,nitr6a
TRAV13-1,nitr6b
TRAV13-1,nitr6b
TRAV13-1,nitr6b
TRAV13-1,nitr8
TRAV13-1,nitr3a
TRAV13-1,nitr3c
TRAV13-1,nitr12
GALNT2,galnt2
SRCAP,srcap
GPD2,gpd2
TBX19,tbx19
PAPLN,paplna
PAPLN,paplnb
KLHL42,klhl42
TRIO,trioa
AL159163.1,rnaset2
MAGED4,ndnl2
PPAT,ppat
COL17A1,col19a1
CTDSPL,ctdsplb
CTDSPL,ctdspla
HSPA12B,hspa12b
SKOR1,skor1b
LINGO4,wu:fc23c09
LINGO4,CABZ01060891.1
LINGO4,lingo3a
LINGO4,si:dkey-1j5.4
LINGO4,si:dkey-182i3.11
LINGO4,lrtm2b
ATP7B,atp7b
DNAAF3,dnaaf3l
DNAAF3,dnaaf3
CELSR2,celsr2
ZNF576,plagl2
ZNF576,plagx
ZNF576,ovol1a
ZNF576,ovol1b
CYP2A6,cyp2x8
CYP2A6,cyp2x6
CYP2A6,cyp2x7
CYP2A6,cyp2x9
CYP2A6,si:dkey-286h2.3
CYP2A6,cyp2x12
CYP2A6,cyp2x10.2
CYP2A6,cyp2x10.2
MIA-RAB4B,mia
SLC35A3,slc35a3b
SLC35A3,slc35a3a
APC2,apc2
WDR82,wdr82
CXorf56,zgc:103697
C1orf226,nos1apa
EHMT1,ehmt1b
MGAM,si:ch211-236l14.4
LRIT3,lrit3a
BHLHB9,armc10
AASDH,aasdh
IGHV4-34,ighv4-1
IGHV4-34,ighv8-2
IGHV4-34,ighv8-1
RAB15,rab15
RBM25,rbm25b
RBM25,rbm25a
SH2B3,sh2b3
FZD7,fzd7a
FZD7,fzd7b
PIGT,pigt
MEA1,mea1
RAB25,rab25a
RAB25,rab25b
IGHV5-10-1,ighv2-1
IGHV5-10-1,ighv2-3
IGHV5-10-1,ighv2-2
IGHV5-10-1,si:ch211-180a12.2
VASH1,VASH1
USP53,usp53b
USP53,USP53 (1 of many)
DHRS7B,dhrs7b
PRRC2B,PRRC2B
CEP85,cep85
HPS5,CABZ01046087.1
HPS5,hps5
HPS5,CABZ01046088.1
CHTF8,chtf8
ICMT,icmt
TMEM187,tmem187
CORO7,coro7
CORO7,CABZ01076758.1
STN1,stn1
RWDD1,rwdd1
RHOT1,rhot1a
RHOT1,rhot1b
CNKSR1,cnksr1
RAB3GAP2,rab3gap2
TMEM246,tmem246
NCBP2L,ncbp2
GPX5,gpx4a
GPX5,gpx1b
GPX5,gpx1a
GPX5,gpx3
CREBRF,crebrf
ZNF687,znf687b
ZNF687,znf687a
CLEC9A,si:dkey-26c10.5
CLEC9A,si:ch211-170d8.8
CLEC9A,BX682234.1
CLEC9A,si:ch211-193e13.5
TWF2,twf2a
TWF2,twf2b
PROKR1,prokr1b
PROKR1,prokr1a
PROKR1,mtnr1bb
PROKR1,mtnr1ba
DAZAP1,dazap1
LIN28A,LIN28A
LIN28A,lin28a
LCA5,lca5
SLC22A3,slc22a4
SLC22A3,si:dkey-119m7.8
SLC22A3,si:dkey-119m7.4
SLC22A3,si:dkey-166k12.1
SLC22A3,oatx
MYOCD,si:dkeyp-69b9.3
CALHM2,calhm2
CALHM2,CALHM2 (1 of many)
NTF3,ntf3
PIP5K1A,pip5k1ab
HEATR3,heatr3
PLXDC1,plxdc1
COX19,cox19
EXOC1,exoc1
VPS26A,vps26a
SHD,shda
SHD,shdb
LPAR2,lpar2a
LPAR2,lpar2b
PAQR7,paqr7b
TTYH1,ttyh1
TMEM231,tmem231
ZNF747,si:ch211-148l7.4
ZNF747,znf576.1
ZNF747,zgc:66472
ZNF747,si:dkey-89b17.4
ZNF747,znf646
HTRA1,htra1a
HTRA1,htra1b
TAF5,taf5
APOB,apoba
APOB,apobb.1
APOB,apobb.2
FBXO11,fbxo11a
FBXO11,fbxo11a
CNFN,cnfn
FAM174B,fam174b
NCOA3,ncoa3
NDUFA13,CABZ01102240.1
BZW1,bzw1b
BZW1,bzw1a
FIGNL2,si:dkey-157g16.6
CLDN25,cldnh
CLDN25,zgc:153311
CLDN25,zgc:136892
CLDN25,zgc:112437
CLDN25,cldnd
CLDN25,cldng
CLDN25,cldnc
CLDN25,cldn7a
CLDN25,cldnf
CLDN25,cldn10l2
CLDN25,cldnk
CLDN25,cldn15la
CLDN25,cldnj
CLDN25,cldni
CLDN25,si:dkey-221l4.11
CLDN25,cldn15b
CLDN25,cldn15a
CLDN25,si:busm1-52i16.2
CLDN25,zgc:110333
GMCL2,gmcl1
MTUS2,LO017656.1
MTUS2,mtus2a
PCLO,pclob
PCLO,pcloa
DOK1,CABZ01072950.1
KPNA2,kpna2
SLC5A12,slc5a12
ANKRD33,ankrd33ab
ANKRD33,ankrd33aa
PLXNA2,plxna2
GLOD4,glod4
CDH3,cdh30
CDH3,cdh1
CDH3,cdh29
CDH3,cdh31
CDH3,cdh28
SPHK1,SPHK1
CHRNA6,chrna6
FBXW11,fbxw11a
FBXW11,fbxw11b
TAF6L,taf6l
NUBPL,nubpl
TAB3,tab3
RF00218,RF00218
RPPH1-3P,RF00009
RPPH1-3P,RF00009
RPPH1-3P,RF00009
RF00411,RF00411
RF00411,RF00411
RF00560,RF00560
MIR93,dre-mir-93
RF00137,RF00137
RF00137,RF00137
RF00137,RF00137
RF00137,RF00137
MIR130A,dre-mir-130c-2
MIR130A,dre-mir-130c-1
RNU1-149P,RF00003
RNU1-149P,RF00003
RNU1-149P,RF00003
RNU1-149P,RF00003
RNU1-149P,RF00003
RNU1-149P,RF00003
RNU1-149P,RF00003
MIR135B,dre-mir-135c-2
MIR135B,dre-mir-135c-1
SNORD97,RF01291
RF00424,RF00424
SNORD63,RF00154
RNU6-1087P,RF00026
RF00090,RF00090
RF00191,RF00191
RF00191,RF00191
RF00191,RF00191
AC069503.2,psmd9
FUBP1,fubp1
DAP3,dap3
RNF34,rnf34a
RNF34,rnf34b
KDM2B,kdm2bb
KDM2B,kdm2ba
UBE4B,ube4b
RBP7,rbp7b
WARS,CABZ01109604.1
ST6GALNAC3,st6galnac3
SLC50A1,slc50a1
LGMN,lgmn
NXF3,nxf1
NXF3,zgc:153681
NMNAT1,nmnat1
ACADS,acads
KLF14,si:ch211-117k10.3
KLF14,sp5l
KLF14,klf17
KLF14,klf1
KLF14,zgc:153115
KLF14,klf13
KLF14,klf5l
CPSF2,cpsf2
NDUFB1,NDUFB1
MSI1,CABZ01037298.1
MSI1,msi1
MSI1,zgc:110796
SIRT4,sirt4
DCST2,dcst2
CRISPLD2,crispld2
ZBTB7B,zbtb7b
NLRP3,ciita
NLRP3,si:ch211-108d22.2
EVL,evla
EVL,evlb
TFB2M,tfb2m
IQSEC3,iqsec3a
FBLIM1,fblim1
DESI2,desi2
NECAP1,necap1
ARL4D,arl4d
FAM161B,fam161b
MMP17,mmp17a
ENTPD5,entpd5a
ENTPD5,entpd5b
SFSWAP,sfswap
LRRC53,chadla
CRH,crhb
VEPH1,veph1
ABCC10,abcc10
ABCC10,abcc6a
ABCC10,abcc6b.2
ABCC10,abcc6b.1
CLSTN1,clstn1
TRAC,nitr1b
TRAC,nitr1k
TRAC,nitr1f
TRAC,nitr1b
TRAC,CU179759.1
TRAC,nitr1i
TRAC,nitr1m
TRAC,CU672228.1
TRAC,nitr1b
TRAC,nitr2b
TRAC,nitr2a
TRAC,nitr9
TRAC,nitr13
TRAC,nitr4a
TRAC,nitr5
TRAC,tradv22.0
TRAC,tradv27.0
TRAC,tradv18.0
TRAC,tradv29.0
TRAC,tradv41.0
TRAC,tradv30.0.1
TRAC,CU571384.1
TRAC,tradv30.0.6
TRAC,tradv31.0
TRAC,BX901889.4
TRAC,BX901889.2
TRAC,BX901889.3
TRAC,BX901889.1
TRAC,BX901889.5
TRAC,nitr3a
TRAC,nitr3c
TRAC,nitr12
MAMDC4,mamdc2b
C5orf30,zgc:194281
NAV3,nav3
ZFYVE26,zfyve26
TNFAIP8L1,tnfaip8l1
MYDGF,mydgf
AL358075.4,pik3r3b
AHCYL1,ahcyl1
LRTM1,lrtm1
CGAS,cgas
S1PR1,s1pr1
FAM214B,fam214b
RIOX1,riox1
EZR,ezra
EZR,ezrb
NDNF,ndnf
ACACA,acaca
ACACA,CABZ01055489.1
TRPV4,trpv4
ZSCAN1,plagl2
ZSCAN1,plagx
ZSCAN1,ovol1a
ZSCAN1,ovol1b
AKT1S1,akt1s1
ACOT7,acot7
PLXNB2,plxnb2b
PLXNB2,plxnb2a
PLXNB2,plxnb2a
PLXNB2,si:ch211-127b11.1
PARP6,CABZ01078320.1
TMEM141,tmem141
PNKP,pnkp
BACH2,bach2b
CD1A,CR339041.2
CD1A,mhc1lfa
CD1A,CR339041.1
CD1A,mhc1lia
CD1A,mhc1lba
CD1A,si:dkey-52p2.5
CD1A,mhc1lda
CD1A,si:dkey-225f5.5
CD1A,mhc1laa
CD1A,CR339041.3
CD1A,mhc1lja
CD1A,si:ch211-147g22.4
CD1A,mhc1lga
CD1A,mhc1lla
THPO,thpo
VAT1L,vat1l
TSPAN17,tspan17
SKP2,skp2
MAFK,mafk
GPR157,gpr157
GNG12,gng12a
GNG12,si:dkey-44g17.6
WLS,wls
CSGALNACT2,csgalnact2
RBL1,rbl1
GATAD2A,gatad2ab
KLRB1,si:dkey-26c10.5
KLRB1,si:ch211-170d8.8
KLRB1,BX682234.1
KLRB1,si:ch211-193e13.5
MCOLN3,LO017850.1
MCOLN3,mcoln3a
CCDC32,ccdc32
GMNC,gmnc
DTD2,dtd2
TUBB,tubb5
TBX15,tbx15
BAHCC1,bahcc1b
BAHCC1,bahcc1a
CDK17,cdk17
PPM1G,ppm1g
DDX28,ddx28
HAL,hal
LRMP,lrmp
GGT2,si:ch73-236c18.3
GGT2,si:dkey-222h21.12
GGT2,ggt1l2.1
GGT2,ggt1a
GGT2,si:ch73-59p9.2
GGT2,si:ch73-337l15.2
GGT2,ggt1l2.2
GGT2,ggt1b
GGT2,CU914631.1
SLC45A3,slc45a3
EPB41L5,epb41l5
IL1B,il1fma
IL1B,il1b
TSEN34,tsen34
AC068775.1,si:dkey-26c10.5
AC068775.1,si:ch211-170d8.8
AC068775.1,BX682234.1
AC068775.1,si:ch211-193e13.5
CAMKK1,camkk1a
CAMKK1,camkk1b
LGALS4,si:dkey-151j17.4
CCM2,ccm2
C6orf58,leg1.2
C6orf58,leg1.1
RPL4,rpl4
RNF157,RNF157
GSK3B,gsk3b
GSK3B,si:dkeyp-80c12.7
CNTD2,si:ch211-132b12.8
ZBTB8OS,zbtb8os
AL033529.1,zbtb8b
KNSTRN,knstrn
PLSCR5,si:ch211-71m22.3
PLSCR5,si:ch73-170d6.4
PLSCR5,si:dkey-62k3.6
PLSCR5,plscr3b
PLSCR5,plscr3a
PLSCR5,si:ch73-206p6.1
PLSCR5,si:ch211-71m22.1
PLSCR5,si:ch211-71m22.5
PLSCR5,CU929150.2
EMP2,emp2
DBP,dbpa
DBP,dbpb
HAPLN4,hapln4
WNT10B,wnt10b
MXRA5,mxra5a
MXRA5,mxra5b
KDELC2,kdelc2
ABTB2,abtb2b
ABTB2,abtb2a
MEIS3,meis3
HTR4,htr4
GM2A,gm2a
GM2A,LO018208.1
PPM1B,ppm1ba
ADARB1,adarb1b
ADARB1,adarb1a
BTG2,btg2
EVI5,evi5b
CDCA7L,cdca7b
NEURL4,neurl4
CHRM2,chrm2b
CHRM2,chrm2a
SP7,sp7
SEMA4D,CABZ01064472.1
RNF146,rnf146
MTPN,mtpn
TMCC3,tmcc3
RSPO3,rspo3
AC068831.7,vps33b
DRAP1,drap1
WDR20,wdr20a
FAM83E,fam83e
FAM83E,fam83fb
FAM83E,fam83fa
SOX10,sox10
GPR50,mtnr1c
SHARPIN,shrprbck1r
SHARPIN,sharpin
SHARPIN,rbck1
TPST2,tpst2
PIP4K2C,pip4k2cb
PIP4K2C,pip4k2ca
FOSL1,fosl1b
FOSL1,fosl1a
SLC34A2,slc34a2b
SLC34A2,slc34a2a
INPP5J,inpp5ja
INPP5J,inpp5jb
PRPF4B,prpf4ba
PRPF4B,prpf4bb
PCYT1B,pcyt1bb
PCYT1B,pcyt1ba
HIVEP3,hivep3a
HIVEP3,hivep3b
AP4B1,ap4b1
CAAP1,caap1
KLF11,klf11a
KLF11,klf11b
DMRT2,dmrt2a
HOXB1,hoxb1b
PCSK9,pcsk9
SIPA1,SIPA1
AKT1,LO018430.1
SPPL2B,sppl2
N4BP2L2,n4bp2l2
MYOM2,CABZ01061524.1
MYOM2,myom2a
IPO9,ipo9
ANKRD37,ankrd37
AP000646.1,tbcelb
AP000646.1,tbcela
UQCRC1,uqcrc1
GOLGA7B,golga7ba
GOLGA7B,golga7bb
SRP68,srp68
FTCD,ftcd
POGLUT1,poglut1
STRN4,strn4
ATP5PO,atp5po
KCNQ4,kcnq4
ATPAF1,atpaf1
KLHL15,klhl15
AL355315.1,pi4k2a
HMX3,hmx3a
DNAJC17,dnajc17
SETBP1,setbp1
BMP3,bmp3
EPM2AIP1,AL928808.1
EPM2AIP1,CR392001.3
SIN3A,sin3ab
SIN3A,sin3aa
AC073508.2,krt222
ZFYVE28,zfyve28
SH3BP5,sh3bp5b
SH3BP5,sh3bp5a
PLEKHB1,PLEKHB1
NMBR,nmbr
CTXN1,ctxn1
CTXN1,ctxn1
WWC1,wwc1
PTGFR,ptgfr
EAF2,eaf2
KRCC1,zgc:171482
MMP11,mmp11b
MMP11,mmp11a
SUCLG2,suclg2
SOX2,sox2
FKBP10,fkbp10a
FKBP10,fkbp10b
KBTBD8,kbtbd8
STOX2,stox2a
STOX2,stox2b
ERI2,eri2
SPIN3,spinb
SPIN3,spina
SPIN3,zmp:0000000521
SEC23B,sec23b
ACSM3,acsm3
FYCO1,fyco1b
FYCO1,fyco1a
ACIN1,acin1a
ACIN1,acin1b
CTNNBL1,ctnnbl1
FAM72B,FAM72B
MARCH8,march8
DRD3,drd3
RASSF3,rassf3
SMIM10L2B,SMIM10
PHC3,phc2b
TENT5A,tent5ab
TENT5A,TENT5A
ADAM30,adam10a
ADAM30,adam10b
ADAM30,zgc:174164
TDRD9,tdrd9
MYF6,myf6
SEC14L3,sec14l7
SEC14L3,sec14l8
ZBTB11,zbtb11
SNX12,snx12
FBLN7,fbln7
MGP,mgp
ANKRD52,ankrd52a
POU2F3,pou2f3
MAGEA8,ndnl2
AC005832.4,dyrk4
